id,pppoe_username
916,HERLINA@ANGSOKA
917,LITA@KIJAUD
918,RATRI@PAMENGKANG
919,JUWITA@DELTA
920,SUKMAWATI@KIJAUD
921,ASTUTI@PIK
922,SIGIT@KEBASIRAN
923,ANIS@GANTERAN
924,NANI@PURIDELTA
925,HERI@KARANGANYAR
926,EKI@GIRILAYA
927,AFNI@CANGKRING
928,SANTI@ANGSANA2
929,HUDA@LAMONGAN
930,RULLY@SINDANGJAYA
931,HUSAIN@ambon
932,MARIANA@PURIDELTA
933,TOFIK@KEBASIRAN
934,VIKA@ANGSANA1
935,SUKMAWATI@KEBASIRAN
936,MANIK@JAMBLANG
937,JAJANG@PG
938,RIAN@TEGALTANJUNG
939,RAHADIAN@GIRILAYA
940,RAYHAN@ANGSANA1
941,SEPTIAN@JAMBLANG
942,NURMALA@SUKAMANDI
943,IRMA@BTM
944,PUTRI@PURIDELTA
945,BASKORO@CABLAS
946,EMA@LENGKONG
947,FIKRI@CABLAS
948,YAFIZ@DELTA
949,WIDIASTUTI@LENGKONG
950,RAFI@GEMPOL
951,AMINAH@SQUATER
952,WENNY@KESATRIAN
953,FADILLA@SQUATER
954,PANDU@HARMONI2
955,ABIE@ANGSOKA
956,ASMARA@ambon
957,DAVID@TERATE
958,EKAWATI@ANGSOKA
959,SITORUS@HARMONI2
960,YANUAR@ANGSOKA
961,INDRI@PEGADINGAN
962,GILANG@LENGKONG
963,HELMI@SUKAMANDI
964,SENJA@PADEK
965,INDRI@CIPUTRI
966,TIO@PERMATA
967,WIRAWAN@PURIDELTA
968,MULYONO@DELTAALI
969,SUKARNO@GIRILAYA
970,ACHMAD@JENGGOT
971,RISA@GANTERAN
972,MUTIA@ANGSANA
973,MIZAN@TERATE
974,APRIYANTI@SUKAMANDI
975,AZIZAH@Pai2
976,WINDI@KEBAROSAN
977,FIKA@BTM
978,SETIAWAN@TEGALTANJUNG
979,NANA@JENGGOT
980,TRIONO@CANGKRING
981,SINA@SUKAMANDI
982,TUA@LAMONGAN
983,SUPARDI@GANTERAN
984,SANJAYA@SQUATER
985,RAYHAN@JAMBLANG
986,CINTA@ANGSOKA
987,LENNY@PURIDELTA
988,BAMBANG@CIPUTRI
989,VERA@SUKAMANDI
990,TINA@KIJAUD
991,PUTI@KELUNCING
992,SUBANDI@KEPUH
993,WANDA@KEBASIRAN
994,NANDANG@SQUATER
995,DEDDY@KARANGANYAR
996,SUCIPTO@DELTAALI
997,HUSNI@TEGALDUREN
998,MALIK@JAMBLANG
999,CHRISTIN@CENGKOK
1000,KARLINA@PADEK
1001,MAGDALENA@CILIA
1002,MOHAMAD@LAMONGAN
1003,TARSAN@CILIA
1004,NITA@ANGSOKA
1005,VINCENT@PIKDELTA
1006,JOKO@LAMONGAN
1007,FARAH@KESATRIAN
1008,RARA@SINDANGJAYA
1009,SALMAN@JENGGOT
1010,GUNTUR@KESATRIAN
1011,MUSTIKA@TEGALDUREN
1012,YULY@CABLAS
1013,AFNI@KEBAROSAN
1014,DADANG@PURIDELTA
1015,PALUPI@TERATE
1016,ARUM@PG
1017,RISMA@PURIDELTA
1018,ALAMSYAH@PURIDELTA
1019,NURDIN@ANGSANA2
1020,DINAR@GANTERAN
1021,NOVITASARI@LENGKONG
1022,AMIN@DELTAALI
1023,POPPY@KROYA
1024,LUSIANA@ANGSANA2
1025,VIKA@ans.net
1026,MUSTOFA@CIKEDUNG
1027,HENI@SAWAHLUHUR
1028,FAUZI@KASUBAN
1029,AZHARI@ans.net
1030,UMAY@JAMBLANG
1031,MUHAMMAD@LENGKONG
1032,SHANDY@GANTERAN
1033,UTAMI@SUKAMANDI
1034,DEBORA@ANGSANA1
1035,IMAM@ANGSANA
1036,MIRA@KALIPANGPANG
1037,GALUH@ANGSANA2
1038,SUHARSONO@ANGSANA2
1039,AGUSTINUS@KEDUNGCINDE
1040,SETYAWAN@SUKAMANDI
1041,ADITYA@CANGKRING
1042,HERLINA@DELTAALI
1043,APRILIA@BTM
1044,LENY@TEGALTANJUNG
1045,SARIF@TONJONG
1046,ROMLAH@BTM
1047,DODY@GEMPOL
1048,ANDIKA@PEGADINGAN
1049,NILA@KEBASIRAN
1050,PRABOWO@SQUATER
1051,VIYAN@BTM
1052,PANJI@KEBASIRAN
1053,BETTY@ANGSANA2
1054,MIRANTI@HARMONI2
1055,DIAN@GIRILAYA
1056,FIKA@GEMPOL
1057,AJI@LAMONGAN
1058,PUTI@KEBAROSAN
1059,FATIMAH1@PIKDELTA
1060,DINAR@ANGSANA
1061,RATIH@CILIA
1062,SISKA@LENGKONG
1063,DONI@LENGKONG
1064,KUMALA@DELTA
1065,RARA@LAMONGAN
1066,FAIZAH@LAMONGAN
1067,ROY@KROYA
1068,ERA@JENGGOT
1069,FAUZI@KEBASIRAN
1070,SAPUTRO@TONJONG
1071,RONAL@GIRILAYA
1072,ZAELANI@Pai2
1073,HARTATI@CABLAS
1074,DONI@ambon
1075,ARIANI@KESATRIAN
1076,HAFIZ@LAMONGAN
1077,DARMAWAN@PAMENGKANG
1078,DIDI@TONJONG
1079,YADI@KEPUH
1080,SUKARNO@CILIA
1081,CHANDRA@ANGSANA1
1082,MIFTAHUL@GEMPOL
1083,NADIN@GEMPOL
1084,MIRANTI@SAWAHLUHUR
1085,HASANAH@DELTAALI
1086,KRISNA@ANGSOKA
1087,ARIES@KEBAROSAN
1088,RUSYDI@PIKDELTA
1089,MANURUNG@CANGKRING
1090,DANIEL@KEDUNGCINDE
1091,ASTRI@KEBAROSAN
1092,NENI@KEPUH
1093,ROFIQ@LENGKONG
1094,NYOMAN@PIKDELTA
1095,YULIANI@CABLAS
1096,FERA@GIRILAYA
1097,EDI@PG
1098,SUHARTONO@CIPUTRI
1099,NIZAR@GEMPOL
1100,MULYANI@CIPUTRI
1101,KAMIL@LAMONGAN
1102,ANI@DELTAALI
1103,BUDI@KARANGANYAR
1104,TYAS@ANGSOKA
1105,PALUPI1@TERATE
1106,MARGARETHA@TONJONG
1107,SUPRIANTO@ANGSANA1
1108,LENNY@SUKAMANDI
1109,FARIDA@ANGSANA2
1110,ISTIQOMAH@GIRILAYA
1111,HARI@KESATRIAN
1112,EKAWATI@ans.net
1113,FEBRIANTO@CENGKOK
1114,ARIANSYAH@ANGSOKA
1115,MIA@KEDUNGCINDE
1116,HASIBUAN@PIKDELTA
1117,MITA1@GEMPOL
1118,SHINTA@TEGALDUREN
1119,MUCHAMAD@BTM
1120,YUYUN@GANTERAN
1121,NILA1@CABLAS
1122,DIAN@SUKAMANDI
1123,RIKY@SAWAHLUHUR
1124,SHOLEH@HARMONI2
1125,RAGIL1@KEPUH
1126,IDA@PIKDELTA
1127,AZMI@ANGSOKA
1128,NUGRAHENI@ANGSANA1
1129,QORI@CIPUTRI
1130,ZAENAL@KROYA
1131,YUNIA@GEMPOL
1132,SYARIFAH@JENGGOT
1133,MIRZA@GEMPOL
1134,RAFEI@SQUATER
1135,WIGUNA@PURIDELTA
1136,ZAENAL@PADEK
1137,DYAH@KEBASIRAN
1138,KRISNA@ans.net
1139,OMAR@CENGKOK
1140,RENNY@KARANGANYAR
1141,ICHA@CIKEDUNG
1142,WAWAN@ans.net
1143,SHINTA@JENGGOT
1144,SOFYAN@CANGKRING
1145,BAKTI@PURIDELTA
1146,RIANI@KIJAUD
1147,RIDWAN@ANGSANA1
1148,SUGENG@KESATRIAN
1149,RUSYDI@KASUBAN
1150,TUA@TONJONG
1151,WINDA@KEBAROSAN
1152,RATIH@GIRILAYA
1153,AYUNINGTYAS@TEGALDUREN
1154,MIRZA@KROYA
1155,SETO@PADEK
1156,AZMI@KIJAUD
1157,RISNA@CABLAS
1158,WULANDARI@CABLAS
1159,PUSPA@KESATRIAN
1160,PARULIAN@CENGKOK
1161,CHRISTINA@KELUNCING
1162,PURWADI@CILIA
1163,YOKI@SINDANGJAYA
1164,ABDULLAH@TEGALDUREN
1165,ILHAM@ANGSANA2
1166,RACHMAN@TONJONG
1167,MULYANI@KEBASIRAN
1168,BAGUS@JENGGOT
1169,PRATOMO@ans.net
1170,ANGGARA@KARANGANYAR
1171,HERI@JAMBLANG
1172,LESTARI@KESATRIAN
1173,SATRIA@KARANGANYAR
1174,KURNIASIH@KARANGANYAR
1175,SANTI@JENGGOT
1176,WIDYANINGRUM@DELTAALI
1177,SORAYA@ans.net
1178,HASTUTI@KROYA
1179,YULIANA@TEGALTANJUNG
1180,HARAHAP@LENGKONG
1181,CAROLINA@PIK
1182,OMAR@KEPUH
1183,DESTI@SINDANGJAYA
1184,SARAGIH@DELTA
1185,ENY@SQUATER
1186,TIA@ambon
1187,SUPRIADI@KASUBAN
1188,SARIF@CENGKOK
1189,RAMADHAN@GIRILAYA
1190,PUTI@KEDUNGCINDE
1191,SUMANTRI@PEGADINGAN
1192,SUANDI@CIKEDUNG
1193,YUDHA@GANTERAN
1194,INDRAWATI@CILIA
1195,ASTRI@ambon
1196,FEBRIANA@KALIPANGPANG
1197,EKA@CILIA
1198,HENDRI@TERATE
1199,AZIS@PEGADINGAN
1200,MANSUR@SAWAHLUHUR
1201,HARYO@TEGALTANJUNG
1202,GUNTUR@LENGKONG
1203,RIZAL@KEBASIRAN
1204,TOHA@ANGSOKA
1205,SANTOSO@ANGSANA2
1206,AGUNG@PIKDELTA
1207,ANDY@ANGSANA
1208,GERI@ANGSANA1
1209,MUTIA@PERMATA
1210,YUNIAR@KEDUNGCINDE
1211,AGNES@PADEK
1212,ADY@LENGKONG
1213,DEWI@ANGSANA2
1214,UBAIDILLAH@CIKEDUNG
1215,DINI@LAMONGAN
1216,YULY@PIK
1217,EFFENDI@PG
1218,YUYUN@HARMONI2
1219,SUKMA@JENGGOT
1220,SAPTA@PAMENGKANG
1221,VIVI@SQUATER
1222,FAIZAH@KESATRIAN
1223,MARIO@JENGGOT
1224,SAIFUL@ANGSANA2
1225,JAYA@CIPUTRI
1226,SYAHPUTRA@KEPUH
1227,IKHSAN@TERATE
1228,MANDASARI@KIJAUD
1229,WAYAN@PG
1230,WULANDARI@CIBELUT
1231,BUDI@GANTERAN
1232,WINARNO@PAMENGKANG
1233,MAWAR@ANGSANA1
1234,LILIS@SINDANGJAYA
1235,ASMARA@KEBAROSAN
1236,ERLINA@TONJONG
1237,RAHAYU@ANGSANA
1238,AGUSTIN@PIK
1239,LAILI@PIKDELTA
1240,EMI@ANGSANA
1241,SYAIFUL@DELTAALI
1242,BAYU@KALIPANGPANG
1243,ANIK@PIKDELTA
1244,ENY@KALIPANGPANG
1245,PRAMONO@PIK
1246,YANU@PAMENGKANG
1247,PALUPI@KALIPANGPANG
1248,HIKMAH@JAMBLANG
1249,NILA@KASUBAN
1250,RAMADHAN@SINDANGJAYA
1251,FARAH@KELUNCING
1252,KUSUMASTUTI@TERATE
1253,BAHRI@KEBASIRAN
1254,HUSNA@ANGSANA1
1255,SANTY@GIRILAYA
1256,SUKMA@JAMBLANG
1257,RAMADHANI@PERMATA
1258,ISMA@GIRILAYA
1259,AZHARI@KASUBAN
1260,SURYADI@DELTAALI
1261,DADANG@CANGKRING
1262,DHANI@KEDUNGCINDE
1263,SEPTIANI@KROYA
1264,SUNDARI@SQUATER
1265,MIRZA@PG
1266,RAKA@LAMONGAN
1267,MELATI@Pai2
1268,SODIK@CENGKOK
1269,DANI@CIBELUT
1270,ERLINA@CABLAS
1271,FEBRIANTI@CABLAS
1272,NANA@ANGSANA
1273,MUCHAMAD@ANGSANA
1274,RAMADHAN@KARANGANYAR
1275,SOLEH@CILIA
1276,PRADANA@BTM
1277,RICKY@KROYA
1278,DHANY@KIJAUD
1279,DIAN@KEPUH
1280,WAHYUNINGSIH@PAMENGKANG
1281,YUNUS@LAMONGAN
1282,POPPY@GEMPOL
1283,RUSMANA@ANGSOKA
1284,YOSUA@CIKEDUNG
1285,INDRIANI@PURIDELTA
1286,DAMAYANTI@DELTA
1287,NORMA@CENGKOK
1288,MAULANA@SINDANGJAYA
1289,DAMAR@SINDANGJAYA
1290,YULIA@DELTAALI
1291,SHINTA@KEBASIRAN
1292,MARTHA@SAWAHLUHUR
1293,INDRIANI@CIBELUT
1294,SEPTIAN@CIBELUT
1295,SUBANDI@KEBAROSAN
1296,YOGI@CENGKOK
1297,SUHARTONO@ANGSOKA
1298,KHAIRUNNISA@TERATE
1299,ANIS@TEGALDUREN
1300,RATRI@KARANGANYAR
1301,OKTAVIANI@SAWAHLUHUR
1302,SAPTO@KIJAUD
1303,CAROLINA@HARMONI2
1304,MUNIR@KESATRIAN
1305,MAGDALENA@TONJONG
1306,ERNAWATI@CABLAS
1307,SUJONO@PIK
1308,RATNASARI@GEMPOL
1309,SUHADA@DELTAALI
1310,FITRI@KARANGANYAR
1311,ARISTA@ANGSANA2
1312,JAJANG1@PG
1313,SALMAN@JAMBLANG
1314,ANANG@DELTA
1315,MEGAWATI@JAMBLANG
1316,FRANSISCA@TEGALDUREN
1317,RIZKI@ANGSANA2
1318,PRIYO@ans.net
1319,SANTI@TEGALDUREN
1320,FIKA@CENGKOK
1321,APRIYANI@PAMENGKANG
1322,DAVIN@PG
1323,TRIANA@CILIA
1324,BANGUN@KARANGANYAR
1325,ASMARA@SINDANGJAYA
1326,MARISSA@SUKAMANDI
1327,ANDRI@CABLAS
1328,SETO@ANGSANA1
1329,MARINI@KASUBAN
1330,FAUZI@CIBELUT
1331,DIANA@CABLAS
1332,LUBIS@KASUBAN
1333,DIDIK@BTM
1334,MARISSA@KEPUH
1335,APRIYANI@JAMBLANG
1336,ASRI@GANTERAN
1337,HUSAIN@KIJAUD
1338,HANDAYANI@CENGKOK
1339,PALUPI1@SQUATER
1340,EKAWATI@JENGGOT
1341,INDRI@TERATE
1342,SAHAT@SINDANGJAYA
1343,LUSIANA@CENGKOK
1344,ULIL@KASUBAN
1345,AULIA@JENGGOT
1346,TIO@KALIPANGPANG
1347,MARIANA@PADEK
1348,FANI@KIJAUD
1349,IMAN@LENGKONG
1350,EMY@LENGKONG
1351,SITTI@SQUATER
1352,LISA@TEGALTANJUNG
1353,ARISTA@SUKAMANDI
1354,HADI@CABLAS
1355,ASEP@KARANGANYAR
1356,RIKA@JAMBLANG
1357,SUKMAWATI@PADEK
1358,MUTIARA@CENGKOK
1359,ANGGRAINI1@KEDUNGCINDE
1360,MANDASARI@KARANGANYAR
1361,DEASY@CIBELUT
1362,SUNARYA@PIK
1363,FADLI@SAWAHLUHUR
1364,NUGRAHENI@ambon
1365,NAILAH@ANGSANA2
1366,VIRA@JAMBLANG
1367,TINI@GANTERAN
1368,ALFIAN@ANGSANA1
1369,SYAHRIL@HARMONI2
1370,AMINAH@GIRILAYA
1371,SYARIFAH@CILIA
1372,SIGIT@PG
1373,SIAGIAN@SQUATER
1374,ISNAINI@CILIA
1375,NUGRAHENI@KELUNCING
1376,FAJRI@KEDUNGCINDE
1377,AFRIZAL@TERATE
1378,KHARISMA@DELTA
1379,NOVIANI@KEDUNGCINDE
1380,TANTO@ANGSOKA
1381,FENNY@GEMPOL
1382,MUH.@KALIPANGPANG
1383,UTAMI@ANGSOKA
1384,MUTTAQIN@PEGADINGAN
1385,SALMA@TEGALDUREN
1386,SUHARSONO@BTM
1387,ARIA@CABLAS
1388,GISELA@KIJAUD
